rank,track_name,artist_name,album_name,play_count,total_ms,total_hours,spotify_uri
1524,lazy,Billy Hammer,lazy,11,1519796,0.42,spotify:track:46M3XitzFYF04nAvGdwK5l
1525,СОЛНЦЕ МОНАКО (Tha Remix),Lusia Chebotina,СОЛНЦЕ МОНАКО (Tha Remix),11,1466006,0.41,spotify:track:56vbR6vkOTNRehnuv8gNBF
1526,B5 (Summer Tape III),Binary Digit,Summer Tape III,11,1462391,0.41,spotify:track:2HaFbQ9cJMSzfEISbbJJBd
1527,Blitzkrieg Bop - 2016 Remaster,Ramones,Ramones,11,1397930,0.39,spotify:track:4KcH1ZRV2W1q7Flq0QqC76
1528,Rockin' Around The Christmas Tree,Brenda Lee,Merry Christmas From Brenda Lee,11,1297698,0.36,spotify:track:2EjXfH91m7f8HiJN1yQg97
1529,cherry blossom,mt. fujitive,sanctuary,11,1106285,0.31,spotify:track:7tZmrjFUxrXBc2Mn6XfS36
1530,1992 - Sped Up Mix,No_4mat,1992,11,978418,0.27,spotify:track:476c8bUBACCdxVUto9sbxA
1531,Shag Track,DJesper,Shag Track,11,819378,0.23,spotify:track:5cSSbm0rVJRwK0jE9PKbEg
1532,pure imagination,Bassti,Winter - EP,11,810078,0.23,spotify:track:2OulDXvmqVYVS1mUrIM1vb
1533,Step into My Life - M&M Mix by John Morales,The Far Out Monster Disco Orchestra,Step into My Life (feat. Arthur Verocai),10,5802409,1.61,spotify:track:3g7NrwyysCxIRMlRwotiUG
1534,Stompin' House - Medy's Soulmotion Mix,Nachtboutique,"Dirty Night's and Boogie Light's, Pt. 2",10,4974488,1.38,spotify:track:450ZQfSGumkaqgS8b3jWKe
1535,Ivoire,Folamour,Umami,10,4746382,1.32,spotify:track:1JwlD0gOkCcEBpZhUyrRbA
1536,Surrender,Gerd Janson,Surrender,10,4136863,1.15,spotify:track:7meJbIFcIZDNlbq7OK81lG
1537,Make Me Hot,Rahaan,Chicago Service,10,3892154,1.08,spotify:track:4c36l63orN7U9VQKcKkPrQ
1538,I Need Some Money,Chicco,I Need Some Money,10,3828804,1.06,spotify:track:0ZAyAqsgCIBMjKhZrcw1D8
1539,The Optimistic Voyeur,Yse Saint Laur'ant,The Optimistic Voyeur,10,3549699,0.99,spotify:track:1haDRSHm8oITH96RCdnxtr
1540,Layle - Boys Noize Remix,Omar Souleyman,Layle,10,3416112,0.95,spotify:track:4zzPDLVN0DU34cQiDeufos
1541,Hotel California - 2013 Remaster,Eagles,Hotel California,10,3360445,0.93,spotify:track:40riOy7x9W7GXjyGp4pjAv
1542,Making A Living - Original Mix,Lee Rodriguez,The African Dream LP,10,3332584,0.93,spotify:track:5MVAEKPGOvE2F5YnNUFz8m
1543,Back in the Days,Coeo,Back in the Days,10,3280033,0.91,spotify:track:7dfnhWFCXP3tOuZdQ4HGjl
1544,Paradise City,Guns N' Roses,Appetite For Destruction,10,3211609,0.89,spotify:track:6eN1f9KNmiWEhpE2RhQqB5
1545,Italian Shower,Luca dell’Orso,Quattro,10,3196913,0.89,spotify:track:6NW1FewVrmK64gJgM4WlJ7
1546,Peach,salute,Peach,10,3171318,0.88,spotify:track:5cGZN0P1QnSfhCFBCHtp2N
1547,Everything...,Montego Bay,Everything ...,10,3161640,0.88,spotify:track:3tprAOyxMmz8pgTwGmNB94
1548,You're in My System - Dennis Quin Vocal Mix,Kerri Chandler,You're in My System (Dennis Quin Remixes),10,3093127,0.86,spotify:track:7uRqCJHRsrkBU5W3RG0cnL
1549,Life Is Trippy,Nyra,Canoe006,10,3075710,0.85,spotify:track:0QoubvhST4BpxOZINJ3y6t
1550,Sonnentanz,Klangkarussell,Netzwerk,10,3073505,0.85,spotify:track:4YRvb9B8cgvhst11qk8CKn
1551,Can't You See,Rick Wade,Players Theme,10,3050232,0.85,spotify:track:0QHgoeTQNQmyA1bNoUhZD3
1552,Let's Get It On,Marvin Gaye,Let's Get It On,10,3019080,0.84,spotify:track:627teoJpK7qZOxRRY8TNnv
1553,Disco Rout - Original Mix,Legowelt,Disco Rout Remixes,10,2989610,0.83,spotify:track:5kMS4D3tC1Vdw3u05CamaQ
1554,Late Jam,Palms Trax,Equation,10,2962230,0.82,spotify:track:3irlMRMEiMpBDa7ujg4uFa
1555,Little L,Jamiroquai,A Funk Odyssey,10,2953983,0.82,spotify:track:7hhclvecTpNxNNRCk7NUoc
1556,Part Fourteen,Paul Kalkbrenner,Parts of Life,10,2881751,0.8,spotify:track:76Rjs9JHIRY6HdCQ8r87Jz
1557,Morning Drinks,Le Le,Partytime,10,2828502,0.79,spotify:track:0ZWVdoc318c5jqQ2IjzMiT
1558,78 To Stanley Bay,Chaos In The CBD,816 To Nunhead,10,2802034,0.78,spotify:track:74LRqSi9vqy4vnxCLInNAw
1559,Bodas de Oro (feat. Rubén González & Jesús Ramos),Buena Vista Social Club,Lost and Found,10,2799288,0.78,spotify:track:6ITR0I9004oWF7i5CfgQMz
1560,Back To Earth - Rave Mix,Yves Deruyter,2001,10,2779513,0.77,spotify:track:13wGULWSLE2VjE1VXAOny8
1561,Fascination Street - Remastered,The Cure,Disintegration,10,2746928,0.76,spotify:track:2wanmHGKh4DFoOd04Klvuv
1562,Shades After Sunset,Gramophiles,Cookie Compilation: Tasty Tunes,10,2720062,0.76,spotify:track:1Ngm3QDUSTpq65ZExp9LiC
1563,This Land Is Your Land,Sharon Jones & The Dap-Kings,Naturally,10,2706078,0.75,spotify:track:3PiHGEbBLYuBPFdP9tihF0
1564,Untitled 21,CREAM SODA,Wlsltd06,10,2674482,0.74,spotify:track:26SWDiipYVdlQyx8CoOvQq
1565,Flamingo Tripper,Edmondson,Flamingo Tripper,10,2636941,0.73,spotify:track:6idnFpe7kwFlKkrvU9kWCv
1566,Take That,Jürgen Paape,Kompilation,10,2595101,0.72,spotify:track:10WV1A5aezc06fZ3O8TTaz
1567,Two Princes,Spin Doctors,Pocket Full Of Kryptonite (Anniversary Edition),10,2569190,0.71,spotify:track:0cuq829zRNq4AEdmDJA4aw
1568,MPFree Now,Session Victim,10.000 Hours,10,2530733,0.7,spotify:track:4TKnGSbdyThAQEaHKDBP6H
1569,Sunshine Of Your Love,Cream,Disraeli Gears,10,2503763,0.7,spotify:track:2K2M0TcglCRLLpFOzKeFZA
1570,Africa Africa - Faze Action Edit,Songhoi Band,Joey Negro's 2018 Essentials,10,2497461,0.69,spotify:track:3aSQODIV3ZFTDFojhxVODR
1571,Dance Khomela,Penny Penny,Shaka Bundu,10,2479404,0.69,spotify:track:0cqgLKd1JfOUpdSCKByqpX
1572,Cigarettes and Coffee,Otis Redding,The Soul Album,10,2404919,0.67,spotify:track:4PFiLGx8jAzcAJxwPLUeZ9
1573,It Ain't Over 'Til It's Over,Lenny Kravitz,Mama Said,10,2382761,0.66,spotify:track:6VnpKLtfNH4Dk09YSGPSyR
1574,Cookin' Up Yer Brain,4hero,Reinforced Presents 4hero - The Early Plates,10,2373621,0.66,spotify:track:2KmgIuYKWlZfr4yNeR462d
1575,"Happy Station - 7"" Radio Edit",Fun Fun,Happy Station,10,2370767,0.66,spotify:track:6X2q1UICQZkQSCyuWAh72E
1576,Under Cover of Darkness,The Strokes,Angles,10,2355464,0.65,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c
1577,Spirit Adapter,Yin Yin,Spirit Adapter,10,2350254,0.65,spotify:track:5xPfJybArmvr7Qyu08BgcR
1578,Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',10,2328664,0.65,spotify:track:3cbV252akVZInSvJk7jAYX
1579,Faux Départ,DJ Psychiatre,Faux Départ,10,2310826,0.64,spotify:track:6he02h6WNseMS0VidRjBFT
1580,Do I Wanna Know?,Arctic Monkeys,AM,10,2308682,0.64,spotify:track:5FVd6KXrgO9B3JPmC8OPst
1581,Self Control,Raf,Self Control,10,2276126,0.63,spotify:track:42FUNUTTu4dhDhca834rd6
1582,Trojan Horse,Dave,Split Decision,10,2246991,0.62,spotify:track:2HALQBSAvpw1oCzL5QsrT2
1583,Down - Sworn Virgins Remix - Edit,Hot Chip,Down (Remixes),10,2242143,0.62,spotify:track:51TCXUklE2Ng2uJFHfBhHQ
1584,In The Morning,Razorlight,Razorlight,10,2224531,0.62,spotify:track:64IcdRqfcN5rwqSqJpQDDe
1585,Never Let Me Go,DJ HEARTSTRING,Never Let Me Go,10,2201242,0.61,spotify:track:23LmGBgZLAnBLxrEIYd16O
1586,BK Swing,Earth Boys,BK Swing,10,2195582,0.61,spotify:track:47qP8xpOxkQHCdFUf4BNGn
1587,Holiday,Madonna,Madonna,10,2135427,0.59,spotify:track:7arHM2KZ0KzIZXFVDRGClI
1588,Rusty Nails,Moderat,Moderat,10,2134270,0.59,spotify:track:0aUtDDfbI5EKUJDaUKRM9B
1589,Boys (Summertime Love),Sabrina,Boys (Summertime Love),10,2128579,0.59,spotify:track:1iwQoAswnkS5eVlVIXN998
1590,Heart-Shaped Box,Nirvana,In Utero,10,2109267,0.59,spotify:track:11LmqTE2naFULdEP94AUBa
1591,Lady Writer,Dire Straits,Communiqué,10,2103550,0.58,spotify:track:2RBcYkonAofm0rYycVrCGt
1592,Could You Be Loved,Bob Marley & The Wailers,Uprising,10,2093866,0.58,spotify:track:5O4erNlJ74PIF6kGol1ZrC
1593,Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,10,2089476,0.58,spotify:track:3Vby4nGmtbDo7HDJamOWkT
1594,Sexual Hair,Le Le,Partytime,10,2088363,0.58,spotify:track:2nvgEPgT9gXgYGT2dRFLy8
1595,Senegal Fast Food,Amadou & Mariam,Dimanche à Bamako,10,2042375,0.57,spotify:track:4UP2cLNgUjPzCHKS92pp2U
1596,Part Seven,Paul Kalkbrenner,Parts of Life,10,2041177,0.57,spotify:track:3P64WezGLLzkWhfIu0rRSq
1597,Who Started Jungle,Denham Audio,To the Core,10,2037167,0.57,spotify:track:6n15iBMrAgeAhiCSF0iFUs
1598,Op Een Level,The Opposites,Slapeloze Nachten,10,2020229,0.56,spotify:track:2meBKRNAnw6w95eZ86T4Ig
1599,Amphibian,Kovert,Emerge,10,2000376,0.56,spotify:track:41Suz8eMIQXvKdOtkeBYEU
1600,John Travolta,Brando Walker,2021,10,1975056,0.55,spotify:track:4qKLww3vE6cTwxrm49D3bO
1601,Scary Sweaters,Le Le,Partytime,10,1971586,0.55,spotify:track:1ZJR2IFjdgLWh7rIKjDZrJ
1602,Part Two,Paul Kalkbrenner,Parts of Life,10,1968415,0.55,spotify:track:37VyMOZbx0uxo6kPtaPCQZ
1603,Iri,Mama Badema Sissoko,Soleil de minuit,10,1956945,0.54,spotify:track:6oJ5u98PC38vFdUeRSPL0s
1604,Tell Me - Kink Remix,Tuff City Kids,"Remixes, Vol. 3",10,1936881,0.54,spotify:track:1awb6ilrQvhVvnoICv4x1v
1605,Porcelain,Moby,Play,10,1934861,0.54,spotify:track:6EXi6ZqTITKGtVBKqbphjL
1606,The Movement,4th Sign,"Éloge de la lenteur, pt. 2",10,1929429,0.54,spotify:track:7BH1EJa5hSmXzW5ckwFlSB
1607,Let It Go (with Marc E. Bassy),Louie Vega,Let It Go (with Marc E. Bassy),10,1912942,0.53,spotify:track:3TvNcBtucVO8flCgst1ESc
1608,"Softly, as in a Morning Sunrise",Sal Ritter,"Softly, as in a Morning Sunrise",10,1904434,0.53,spotify:track:01Y1rFJpmKXucS9yNdwin0
1609,Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),10,1881642,0.52,spotify:track:56KqaFSGTb7ifpt16t5Y1N
1610,What You Need (feat. Duane Harden) - Full Intention Radio Edit,Powerhouse,What You Need (feat. Duane Harden),10,1859750,0.52,spotify:track:7inuLUpKsCnlh4gxrsOe3i
1611,How My Heart Sings,Dylan Lytle,How My Heart Sings,10,1857910,0.52,spotify:track:5liCciLu82rWull0PwMxBj
1612,Lost in the Post,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",10,1856715,0.52,spotify:track:77ypIoaZoYhvZACf0cqPul
1613,Damascus (feat. Omar Souleyman and Yasiin Bey),Gorillaz,Damascus (feat. Omar Souleyman and Yasiin Bey),10,1844825,0.51,spotify:track:5dpo5JIcLRrMbaSgTwjCl7
1614,Goud,Froukje,Licht En Donker,10,1810327,0.5,spotify:track:2ZBHKjuaz4Ukm9q2evjpKr
1615,Restless,Kakkmaddafakka,Hest,10,1777261,0.49,spotify:track:5QBVRETMnR1sKyrQAMypDu
1616,Fake Tales Of San Francisco,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",10,1773890,0.49,spotify:track:7BuzJmV2h6eBbSDdRaDY7C
1617,"It's A Man's, Man's, Man's World",James Brown,It's A New Day - Let A Man Come In,10,1757465,0.49,spotify:track:3BcH252CGECgOWfKBjAaBC
1618,Line,Hara Noda,Years,10,1746535,0.49,spotify:track:6wrMQjuj4cdmFWvS4T1uqn
1619,My Guy,Mary Wells,Mary Wells Sings My Guy,10,1744224,0.48,spotify:track:4591VqUIXysNlmI5NcAIUd
1620,Horny - '98 Radio Edit,Mousse T.,Horny (Radio Edit's),10,1741312,0.48,spotify:track:79qPDRmHmJ5xcU7oyS8CQ1
1621,Stiekem,Maan,Leven,10,1724684,0.48,spotify:track:4fWyBvLIPO68D2Ff87t1em
1622,GET LOST,MATVEÏ,GET LOST,10,1721628,0.48,spotify:track:3lOH1zjcMl32bwnaCi8VHK
1623,Jungle,Broederliefde,Hard Work Pays Off 2,10,1714181,0.48,spotify:track:295hepw2obbNmOfPOu56td
1624,Needed You,Bad Boy Chiller Crew,Needed You,10,1683032,0.47,spotify:track:6aboP9OEODXeWkJLpEhMfC
1625,Superverdrietig,Goldband,Van de Roulette naar de Doublet,10,1675196,0.47,spotify:track:09q4k2izpJ3P0ux4vvhPOD
1626,Sound and Vision - 2017 Remaster,David Bowie,Low,10,1658888,0.46,spotify:track:1vP2JEXRsGrFbwOZ0foOQ5
1627,Energie,Ronnie Flex,Rémi,10,1654810,0.46,spotify:track:1riPE3NCV1OBmSXqpYiMJY
1628,African Soul Party,Bibi Tanga & The Selenites,Afro Groove,10,1644825,0.46,spotify:track:2RAng8nnDioTi1Gq0Lpyze
1629,Shiny Happy People,R.E.M.,Out Of Time,10,1625691,0.45,spotify:track:1v2zyAJrChw5JnfafSkwkJ
1630,Teddy Picker,Arctic Monkeys,Favourite Worst Nightmare,10,1625550,0.45,spotify:track:5kxVyCgEUND7E2QKG7JmoF
1631,Hospiteeravond,Vic Cle,Hospiteeravond,10,1593084,0.44,spotify:track:3K3drrvsFhMYr2fkK2sZt7
1632,Seoul,AJ Tracey,Seoul,10,1588428,0.44,spotify:track:1Q8L5GiqKchiwSkdMDXyP6
1633,Mijn Stad,Goldband,Mijn Stad,10,1575747,0.44,spotify:track:1akXEI3jyF8zKKhiL9Z8Bv
1634,autumn daze,charlie toØ human,Ruins & Heart Blossoms - Disc 1,10,1572644,0.44,spotify:track:3xhbFPgrYiWY7Oz3qovZuj
1635,Green Onions,Booker T. & the M.G.'s,Green Onions,10,1556053,0.43,spotify:track:4fQMGlCawbTkH9yPPZ49kP
1636,These Arms of Mine,Otis Redding,Pain in My Heart,10,1545020,0.43,spotify:track:4skknrc3sJqaPTtUr2cwFq
1637,"Seta, Seta",Ara Kekedjian,"Seta, Seta",10,1538349,0.43,spotify:track:56HR8vJR8pQ6zxO4SByYTX
1638,For What It's Worth,Buffalo Springfield,Buffalo Springfield,10,1536930,0.43,spotify:track:1qRA5BS78u3gME0loMl9AA
1639,Outta Here,dublon,Outta Here,10,1467540,0.41,spotify:track:2mcnza8Cwx05ZBnkT39QDQ
1640,False Consciousness - Mixed,Fantastic Man,DJ-Kicks (DJ Seinfeld),10,1450591,0.4,spotify:track:0T3sO67401wX8LCvykGrBk
1641,Амнезия (Elxs1r Remix) (feat. Люся Чеботина),DJ SMASH,Амнезия (Elxs1r Remix) (feat. Люся Чеботина),10,1442962,0.4,spotify:track:5DsrASNDT5E4JkGA5CxyvR
1642,I'm An Old Cowhand,The Josh Rogers Band,Love Letters,10,1435969,0.4,spotify:track:1HBrYLUou9PbQDp91wVA9f
1643,EXCEPTIONAL,veggi,EXCEPTIONAL,10,1376985,0.38,spotify:track:02oVra8RWdAYaKbdinrfRC
1644,Sadhana,Anish Kumar,Bollywood Super Hits!,10,1373373,0.38,spotify:track:6ilWOSGCIpyRCnVUZsSbEB
1645,Drank & Drugs,Lil Kleine,New Wave,10,1358104,0.38,spotify:track:0ya4rRxJIIF1B0bLpbJrNP
1646,Shockwave - Gesaffelstein Remix,The Hacker,Shockwave,10,1314708,0.37,spotify:track:1FOkVkZODoS0V7xG3zvhmC
1647,Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,falling or flying,10,1302295,0.36,spotify:track:2AlCe2DDxELeESF5IP3t9K
1648,Neunzig,Apache 207,Gartenstadt,10,1265710,0.35,spotify:track:3caxdAr1m31mOuKS5g7LwQ
1649,september,BROCKBEATS,TOY TOY TOY,10,1249702,0.35,spotify:track:4CTbaL7CEDbBYGdBuMuLA0
1650,Só Nós Dois,Bruno Berle,No Reino Dos Afetos,10,1248701,0.35,spotify:track:1m2R1qjm6TCpbQRIJfsbfm
1651,Happy Happy House House,HNNY,Carefree,10,1233543,0.34,spotify:track:7jzFwxO6wogeQ5DCjnDZ2m
1652,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,"Bach: Cello Suites Nos. 1, 5 & 6",10,1222361,0.34,spotify:track:17i5jLpzndlQhbS4SrTd0B
1653,"Skank All Night (You Wot, You Wot)",Bad Boy Chiller Crew,"Skank All Night (You Wot, You Wot)",10,1186183,0.33,spotify:track:0gAHzuT4ekkbMAfscfCQXB
1654,TKN (feat. Travis Scott),ROSALÍA,TKN (feat. Travis Scott),10,1171508,0.33,spotify:track:4w47S36wQGBhGg073q3nt7
1655,It's That Time - Dimension Remix,Marlon Hoffstadt,It's That Time,10,917092,0.25,spotify:track:76x1mIsCz46excW50sehDt
1656,blossom beach,lofi.samurai,growth,10,872598,0.24,spotify:track:3iCH1obgfz19jJbTjM2M2M
1657,27,Goldband,Van de Roulette naar de Doublet,10,833370,0.23,spotify:track:4xLVuoIR9tYEv6ODwFvVSN
1658,luvin',wüsh,Places,10,777651,0.22,spotify:track:5N1rpSOkLnAdRy4s7bGSwQ
1659,infomercials & heavy eyelids,Jaeden Camstra,Kids' Menu,10,734090,0.2,spotify:track:6ovBBDzTAlGqnTQk4Q2QGB
1660,Beautiful People - Original Club Mix,Barbara Tucker,Beautiful People,9,4679734,1.3,spotify:track:4tPQHWxbCmEiFwOsVSrzxe
1661,Ivoire (feat. Kio Amachree),Folamour,Umami,9,4619940,1.28,spotify:track:6BlQZAp3rGiVJbSSjJ6LEJ
1662,Stompin' House Dub - S. Dressler's Dub Edit,Nachtboutique,"Dirty Night's and Boogie Light's, Pt. 2",9,4301662,1.19,spotify:track:1vuVrwh8snZmmw3xyWcSEw
1663,Money For Nothing,Dire Straits,Brothers In Arms - 20th Anniversary Edition,9,4063209,1.13,spotify:track:4bO6DljpuAeQh6HS20i0I5
1664,Pictures Of You - Live,The Cure,Curaetion-25: From There To Here | From Here To There,9,3937160,1.09,spotify:track:6lR2TRehXRmg4fy7a2EtBd
1665,What's Your Number - Jazzanova Re-Number,Ian Pooley,Meridian 2016,9,3909753,1.09,spotify:track:45q5jidHHt7JkO9p9D2SER
1666,Carambola,África Negra,Carambola,9,3688234,1.02,spotify:track:1o9u5gyWT07PNOC7u6BJov
1667,Riding High,Bosq,Tumbalá,9,3459583,0.96,spotify:track:629gEdr0v8e4g9oWoWmuM2
1668,Fade Away - Vocal,Baltra,Fade Away,9,3449982,0.96,spotify:track:5KkRMv91vbi3rJ44HDpeih
1669,"S.O.S., Fire in the Sky",Deodato,Motion,9,3399506,0.94,spotify:track:28LCcPN2FZUPv0AB82z2Rt
1670,Disco Illusion,Stephen Encinas,Disco Illusion,9,3374310,0.94,spotify:track:1ROPlnnzLFGZBD4NELKZoa
1671,Dreaming of a Disco,Baltra,Dreaming of a Disco,9,3121103,0.87,spotify:track:3WtXl3O0oT9eM4Izr3lcHx
1672,I Feel Love,Donna Summer,I Remember Yesterday,9,3113732,0.86,spotify:track:1vCBk33l9HaWp5FOnhSGxk
1673,Another Life - Original,Kano,Another Life,9,3081137,0.86,spotify:track:6Yo813UNQqb04YoU1wYz5e
1674,Deja Vu,Scruscru,Deja Vu,9,2952101,0.82,spotify:track:3FXcQHLQGndpm5kaww1gMt
1675,Strings of Light,Yussef Kamaal,Black Focus,9,2940484,0.82,spotify:track:3hEOsfDNsdpV78Ty01vaxi
1676,A New Error,Moderat,Moderat,9,2926639,0.81,spotify:track:1fmoCZ6mtMiqA5GHWPcZz9
1677,Dusty Sundays,Chaos In The CBD,Dusty Sundays,9,2900084,0.81,spotify:track:2ywnAokQls8TzKYCa7jNyu
1678,Save Me,Yvonne Chaka Chaka,Sangoma,9,2898477,0.81,spotify:track:4IBM0WVyhkAo1maF6SVGvl
1679,Significant Others,Chaos In The CBD,Invisible Spectrum,9,2877138,0.8,spotify:track:0wID3DevwVoFcl7HPCJvTy
1680,Nothing,HNNY,Nothing,9,2807642,0.78,spotify:track:6qwPK5WhplqNcyy1CtnpLT
1681,Berriat Acid,Binary Digit,Acid Drop,9,2766029,0.77,spotify:track:7DzJ4qSkA8tfgCQH2GRQeg
1682,Peaches & Prunes,Nightlife Unlimited,Let's Do It Again,9,2761598,0.77,spotify:track:3pn3x8rAgZlxmZf3bgsOc7
1683,Happy Station - Scratch Version,Fun Fun,Have Fun!,9,2759586,0.77,spotify:track:1ST2n3ZNd285kDZyWAtxBz
1684,Don't Fuck Around,Skin On Skin,Everything Comes True,9,2733528,0.76,spotify:track:4VNJy8KTVWNbhyY9ILhwar
1685,There's A Better Place,Crazy P,The Wicked Is Music,9,2689164,0.75,spotify:track:4L6MbLRopSlGLW2K6GGhh7
1686,Hear The Music,Paul Johnson,Feel The Music,9,2676377,0.74,spotify:track:3s1hZZJQrQvwFH04v4QSpK
1687,Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition,Herbie Hancock,Empyrean Isles,9,2670687,0.74,spotify:track:0sCeNwt8xRCMR4NhKpMyBe
1688,One Inch Punch,Yin Yin,The Rabbit That Hunts Tigers,9,2662020,0.74,spotify:track:6BdpQ5lDOUNbaER31ajumE
1689,International Style - Real’s Club Mix,Real El Canario,International Style,9,2645169,0.73,spotify:track:7xueeCHscZCmvXkVRIdmJy
1690,More Than A Woman - SG's Paradise Edit,Bee Gees,More Than A Woman,9,2596357,0.72,spotify:track:0L3XCv9i9IHs8cJEVhsJ3J
1691,"The Voice of Q - 12"" Mix",Q,The Voice of Q,9,2573863,0.71,spotify:track:4DoxBUKSlnZwe30Y23mGbH
1692,Dream Reality,Eddie C,Wonderful Dub,9,2543341,0.71,spotify:track:4EL9NFWjVj6ZcLmBCQCFrT
1693,East River,Phillip Love,East River EP,9,2536648,0.7,spotify:track:2IrT3C62hvmGjPdxxlErDj
1694,Nan Ye Likan,Mac Gregor,In Abidjan,9,2497556,0.69,spotify:track:64kFUlJZ0sXhnG7aWZIKPj
1695,Feed Your Head,Paul Kalkbrenner,7,9,2480501,0.69,spotify:track:7pgFHs8K5OgB9PGDY3sysE
1696,Silikron - Jürgen Paape Remix,Jürgen Paape,Kompilation,9,2466187,0.69,spotify:track:3lMfS0vqwLZ2I71W2JoATF
1697,Karibou Yangu,Tshala Muana,The Very Best Of Tshala Muana,9,2455198,0.68,spotify:track:79yB0w6FF4uQjL8qVoUsxi
1698,House of the Rising Sun,The Animals,The Singles Plus,9,2427041,0.67,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l
1699,Nomalizo,Letta Mbulu,In The Music The Village Never Ends,9,2420135,0.67,spotify:track:3lB31lvF4GEwKwMgFWwCJ7
1700,Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",9,2412388,0.67,spotify:track:6Slvi85s1hIaeykjvDe1xk
1701,Lypso Illusion,Stephen Encinas,Disco Illusion,9,2388152,0.66,spotify:track:39A5QHG41wrR0cahFX5Y7N
1702,Stand Up Straight,Coloray,Real Life Cinema,9,2380501,0.66,spotify:track:2etdGlIbHN1Qlrp9NMFocz
1703,A Night Like This - Live,The Cure,Curaetion-25: From There To Here | From Here To There,9,2379797,0.66,spotify:track:2Crk7W2zhzpib2m99nmEBB
1704,Amphetamine - Original 94 Version,Thomas P. Heckmann,Drax Ltd. II - Amphetamine,9,2371189,0.66,spotify:track:6Sic6KI1QP4l7hYPymk4wZ
1705,Guajira en F (feat. Jesús Ramos),Buena Vista Social Club,Lost and Found,9,2348713,0.65,spotify:track:4DrLsJq5zwTPQyuaSq9q8K
1706,Okay Okay,Pino D'Angiò,"Italian Classics: Pino D'Angiò Collection, Vol. 1",9,2319045,0.64,spotify:track:6W0PqAtbW7fkTRBtmwOwfM
1707,Relación - Remix,Sech,Relación,9,2249495,0.62,spotify:track:35UUpTmrcFXNIVIN26ujXl
1708,Moments of Extasy,Marlon Hoffstadt,Moments of Extasy,9,2237650,0.62,spotify:track:2b1q2LkWXii3kgKi7beDuU
1709,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],9,2235623,0.62,spotify:track:2Foc5Q5nqNiosCNqttzHof
1710,Yala,Oumou Sangaré,Oumou,9,2227196,0.62,spotify:track:0lJciqmtpBtKSvLxDTpVc0
1711,This Can't Be Love,Riley Foster,This Can't Be Love,9,2226637,0.62,spotify:track:3KzQ6gEGrlhgIGbtglw0UK
1712,Give Me Your Love - Extended Version,Fun Fun,Have Fun!,9,2224187,0.62,spotify:track:2Fi04my4DdDqNG8glUBoId
1713,FANTASTIC FANTASTIC ANGEL,ELWD,FANTASTIC FANTASTIC ANGEL,9,2217275,0.62,spotify:track:7bk2deyAb7CXoo1kPm8iJM
1714,Lágrimas Negras (feat. Omara Portuondo),Buena Vista Social Club,Lost and Found,9,2204061,0.61,spotify:track:32NzVi6ne2G51sgmEeuGzl
1715,"Champion, Victor",Coloray,Real Life Cinema,9,2199819,0.61,spotify:track:7LgU3DEhBNPTCPiWC9EcLe
1716,Borndom,Lauer,Borndom,9,2186918,0.61,spotify:track:33Q13R34zj4MrLOPrXSxzp
1717,Heart,Talee,One Step At A Time EP,9,2167140,0.6,spotify:track:7E5cVKIAd0K6JJB62ZQM5I
1718,I've Never Been In Love Before,Ted Lightfoot,In Love,9,2166175,0.6,spotify:track:5RXKOpWIQI3fmuzqY4uS8n
1719,Body Language - Interpretation,Booka Shade,Movements,9,2155762,0.6,spotify:track:6syBFNheQcC5HYt4sh6gkC
1720,Ghostbusters,Ray Parker Jr.,Greatest Hits,9,2152123,0.6,spotify:track:569uHYIB0X324FZOBEhvit
1721,Yeke Yeke,Mory Kanté,Akwaba Beach,9,2143938,0.6,spotify:track:7yuF2FK7adgzGiIfEpR7Km
1722,Like The Old Days,Barry Can't Swim,Like The Old Days,9,2134502,0.59,spotify:track:6mfM11rZkoXsU5xAArF4Ix
1723,People Are Still Having Sex,Latour,LaTour,9,2133908,0.59,spotify:track:1xKW0Y1kSVnZzcAHOccLVl
1724,Gaat Deze Trein Nog Terug?,De Dijk,De Blauwe Schuit,9,2133560,0.59,spotify:track:6j1Y2NzdSaAwFV18nkW43r
1725,Brooklyn Ballers,Jitwam,Third,9,2122854,0.59,spotify:track:6It85s3KMaxCxIppRGx5U8
1726,I've Only Got You To Blame,Sylve,Uk Powermixer,9,2102060,0.58,spotify:track:4WVDOGQxCU1sk7OEF5jghV
1727,Is This Love,Bob Marley & The Wailers,Kaya,9,2089425,0.58,spotify:track:6JRLFiX9NJSoRRKxowlBYr
